Graph Id,Source Function,Node Description,Cardinality,Node Id,Node BCI,head
999,"match",68|If,2,68,-9999,B10,"[x(66|LoopExit)][null]","[B12, B13, B14][null]"
1042,"get",21|If,2,21,-9999,B2,"[B3][null]","[B4][null]"
1042,"get",14|If,2,14,-9999,B0,"[B1][null]","[B2, B3, B4, B5][null]"
1088,"toArray",9|If,2,9,-9999,B0,"[B1][null]","[B2][null]"
1125,"fastRemove",16|If,2,16,-9999,B0,"[B1][null]","[B2][null]"
1139,"removeKey",14|If,2,14,-9999,B0,"[B1][null]","[B2][null]"
1139,"removeKey",31|If,2,31,-9999,B3,"[B4][null]","[B5][null]"
1168,"putUTF8",20|If,2,20,-9999,B0,"[B1][null]","[B2][null]"
1168,"putUTF8",73|If,2,73,-9999,B7,"[B8][null]","[B9][null]"
1168,"putUTF8",66|If,2,66,-9999,B5,"[B6][null]","[B7, B8, B9][null]"
1168,"putUTF8",58|If,2,58,-9999,B4,"[x(54|LoopExit)][null]","[B5, B6, B7, B8, B9][null]"
1169,"replace",27|If,2,27,-9999,B2,"[B3][null]","[B5][null]"
1169,"replace",8|If,2,8,-9999,B0,"[B1][null]","[B2, B3, B5][null]"
1182,"getComponentType",11|If,2,11,-9999,B0,"[B1][null]","[B2][null]"
1184,"isValidKey",8|If,2,8,-9999,B0,"[B1][null]","[B2][null]"
1185,"entrySet",8|If,2,8,-9999,B0,"[B1][null]","[B2][null]"
1194,"getHashThreshold",17|If,2,17,-9999,B2,"[B3][null]","[B5][null]"
1194,"getHashThreshold",8|If,2,8,-9999,B0,"[B1][null]","[B2, B3, B5][null]"
1195,"encode",22|If,2,22,-9999,B1,"[B2][null]","[x(19|LoopExit)][null]"
1196,"toString",10|If,2,10,-9999,B0,"[B1][null]","[B2][null]"
1220,"putIntUnaligned",24|If,2,24,-9999,B2,"[B3][null]","[B4][null]"
1220,"putIntUnaligned",14|If,2,14,-9999,B0,"[B1][null]","[B2, B3, B4][null]"
1226,"clone",8|If,2,8,-9999,B0,"[B1][null]","[B2][null]"
1240,"putShort",12|If,2,12,-9999,B0,"[B1][null]","[B2][null]"
1247,"substring",16|If,2,16,-9999,B0,"[B1][null]","[B2][null]"
1261,"clear",23|If,2,23,-9999,B1,"[B2][null]","[x(20|LoopExit)][null]"
